Get Out^2017^Jordan Peele^Daniel Kaluuya, Allison Williams, Bradley Whitford
The Hunting Ground^2015^Kirby Dick^Andrea Pino, Annie Clark, Claire Potter
The Black Panthers: Vanguard Of The Revolution^2015^Stanley Nelson^Angela Arnold, Erica Ball, Rhon G. Flatts
Queen of Earth^2015^Alex Ross Perry^Elisabeth Moss, Katherine Waterston, Patrick Fugit
The Lady In The Van^2015^Nicholas Hytner^Maggie Smith, Alex Jennings, Jim Broadbent
When Marnie Was There^2015^Hiromasa Yonebayashi^Sara Takatsuki, Kasumi Arimura, Nanako Matsushima
The Pearl Button (El botón de nácar)^2015^Patricio Guzmán^Patricio Guzm\xc3\xa1n, Ra\xc3\xbal Zurita
Peggy Guggenheim: Art Addict^2015^Lisa Immordino Vreeland^Peggy Guggenheim, Marina Abramovic, Dore Ashton
The Peanuts Movie^2015^Steve Martino^Noah Schnapp, Bill Melendez, Hadley Belle Miller
Still Alice^2015^Richard Glatzer^Julianne Moore, Alec Baldwin, Kristen Stewart
Mississippi Grind^2015^Anna Boden^Ben Mendelsohn, Ryan Reynolds, Yvonne Landry
The Walk^2015^Robert Zemeckis^Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon
The Revenant^2015^Alejandro G. Iñárritu^Leonardo DiCaprio, Tom Hardy, Will Poulter
Black Souls^2015^Francesco Munzi^Marco Leonardi, Peppino Mazzotta, Fabrizio Ferracane
Coming Home^2015^Hal Ashby^Jane Fonda, Jon Voight, Bruce Dern
Breathe^2015^Andy Serkis^Andrew Garfield, Claire Foy, Hugh Bonneville
Dope^2015^Rick Famuyiwa^Shameik Moore, Tony Revolori, Kiersey Clemons
James White^2015^Josh Mond^Christopher Abbott, Cynthia Nixon, Scott Mescudi
Mommy^2015^Xavier Dolan^Anne Dorval, Antoine-Olivier Pilon, Suzanne Cl\xc3\xa9ment
Ant-Man^2015^Peyton Reed^Paul Rudd, Michael Douglas, Corey Stoll
Bone Tomahawk^2015^S. Craig Zahler^Kurt Russell, Patrick Wilson, Matthew Fox
Sunshine Superman^2015^Marah Strauch^Carl Boenisch, Pat Sajak, Phil Donahue
Kumiko^the Treasure Hunter^2015^David Zellner^Rinko Kikuchi, Nobuyuki Katsube, Kanako Higashi
Boyhood^2014^Richard Linklater^Ellar Coltrane, Patricia Arquette, Ethan Hawke
The Babadook^2014^Jennifer Kent^Essie Davis, Noah Wiseman, Daniel Henshall
The LEGO Movie^2014^Phil Lord^Chris Pratt, Will Ferrell, Elizabeth Banks
Whiplash^2014^Damien Chazelle^Miles Teller, J.K. Simmons, Melissa Benoist
Nightcrawler^2014^Dan Gilroy^Jake Gyllenhaal, Rene Russo, Bill Paxton
Life Itself^2014^Dan Fogelman^Olivia Cooke, Oscar Isaac, Samuel L. Jackson
Mr. Turner^2014^Mike Leigh^Timothy Spall, Paul Jesson, Dorothy Atkinson
Leviathan^2014^Jonathan Levine^Josh Peck, Ben Kingsley, Olivia Thirlby
Snowpiercer^2014^Joon-ho Bong^Chris Evans, Jamie Bell, Tilda Swinton
Gloria^2014^Edward Zwick^Matthew Broderick, Denzel Washington, Cary Elwes
Two Days^One Night^2014^Sean McGinly^Adam Scott, Karl Wiedergott, Mark Phinney
Birdman^2014^Alejandro G. Iñárritu^Michael Keaton, Zach Galifianakis, Edward Norton
The Grand Budapest Hotel^2014^Wes Anderson^Ralph Fiennes, F. Murray Abraham, Mathieu Amalric
Live Die Repeat: Edge of Tomorrow^2014^Doug Liman^Tom Cruise, Emily Blunt, Bill Paxton
Guardians of the Galaxy^2014^James Gunn^Chris Pratt, Vin Diesel, Bradley Cooper
X-Men: Days of Future Past^2014^Bryan Singer^Patrick Stewart, Ian McKellen, Hugh Jackman
The Tale of the Princess Kaguya^2014^Isao Takahata^Chlo\xc3\xab Grace Moretz, James Caan, Mary Steenburgen
Starred Up^2014^David Mackenzie^Jack OConnell, Ben Mendelsohn, Rupert Friend
Jodorowsky's Dune^2014^Frank Pavich^Alejandro Jodorowsky, Michel Seydoux, H.R. Giger
Song Of The Sea^2014^Tomm Moore^David Rawle, Brendan Gleeson, Lisa Hannigan
The Missing Picture^2014^Rithy Panh^Randal Douc, Jean-Baptiste Phou
Dawn Of The Planet Of The Apes^2014^Matt Reeves^Gary Oldman, Keri Russell, Andy Serkis
We Are the Best!^2014^Lukas Moodysson^Mira Barkhammar, Mira Grosin, Liv LeMoyne
Ida^2014^Pawel Pawlikowski^Agata Kulesza, Agata Trzebuchowska, Dawid Ogrodnik
Citizenfour^2014^Laura Poitras^Edward Snowden, Glenn Greenwald, William Binney
The Imitation Game^2014^Morten Tyldum^Benedict Cumberbatch, Keira Knightley, Matthew Goode
Ilo Ilo^2014^Anthony Chen^Yann Yann Yeo, Tian Wen Chen, Angeli Bayani
Blue Ruin^2014^Jeremy Saulnier^Macon Blair, Devin Ratray, Amy Hargreaves
A Girl Walks Home Alone at Night^2014^Ana Lily Amirpour^Sheila Vand, Arash Marandi, Marshall Manesh
Wild^2014^Jean-Marc Vallée^Reese Witherspoon, Laura Dern, Gaby Hoffmann
Gone Girl^2014^David Fincher^Ben Affleck, Rosamund Pike, Neil Patrick Harris
The Overnighters^2014^Jesse Moss^Jay Reinke, Keegan Edwards
Elaine Stritch: Shoot Me^2014^Chiemi Karasawa^Elaine Stritch, Tina Fey, Alec Baldwin
Captain America: The Winter Soldier^2014^Anthony Russo^Chris Evans, Samuel L. Jackson, Scarlett Johansson
The Lunchbox^2014^Ritesh Batra^Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui
Ernest &amp; Célestine^2014^Darren Robbie^unknown
Love Is Strange^2014^Ira Sachs^John Lithgow, Alfred Molina, Marisa Tomei
A Summer's Tale^2014^Éric Rohmer^Melvil Poupaud, Amanda Langlet, Gwena\xc3\xablle Simon
Locke^2014^Steven Knight^Tom Hardy, Olivia Colman, Ruth Wilson
Force Majeure^2014^Ruben Östlund^Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren
Finding Vivian Maier^2014^John Maloof^Vivian Maier, John Maloof, Daniel Arnaud
Pride^2014^Matthew Warchus^Bill Nighy, Imelda Staunton, Dominic West
Frank^2014^Lenny Abrahamson^Michael Fassbender, Domhnall Gleeson, Maggie Gyllenhaal
20^000 Days on Earth^2014^Christiano Dias^Ross Douglas Blake, James Lentzsch, Patrick Platner
The Rocket^2014^Richard Blake^Brady Tutton, Richard Blake, Nickolaus Schnetzky
How to Train Your Dragon 2^2014^Dean DeBlois^Jay Baruchel, Cate Blanchett, Gerard Butler
Particle Fever^2014^Mark Levinson^David Kaplan, Fabiola Gianotti, Sherwood Boehlert
Manakamana^2014^Stephanie Spray^Chabbi Lal Gandharba, Anish Gandharba, Bindu Gayek
The Last of the Unjust^2014^Claude Lanzmann^Benjamin Murmelstein, Claude Lanzmann
Big Hero 6^2014^Don Hall^Ryan Potter, Scott Adsit, Jamie Chung
National Gallery^2014^Frederick Wiseman^Leanne Benjamin, Kausikan Rajeshkumar, Jo Shapcott
Last Days in Vietnam^2014^Rory Kennedy^Richard Nixon, Henry Kissinger, Stuart Herrington
The Dance of Reality^2014^Alejandro Jodorowsky^Brontis Jodorowsky, Pamela Flores, Jeremias Herskovits
The Drop^2014^Michaël R. Roskam^Tom Hardy, Noomi Rapace, James Gandolfini
Foxcatcher^2014^Bennett Miller^Steve Carell, Channing Tatum, Mark Ruffalo
Calvary^2014^John Michael McDonagh^Brendan Gleeson, Chris ODowd, Kelly Reilly
Stranger by the Lake^2014^Alain Guiraudie^Pierre Deladonchamps, Christophe Paou, Patrick dAssum\xc3\xa7ao
Obvious Child^2014^Gillian Robespierre^Jenny Slate, Jake Lacy, Gaby Hoffmann
Dear White People^2014^Justin Simien^Logan Browning, Brandon P Bell, DeRon Horton
The Wind Rises^2014^Hayao Miyazaki^Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto
The Normal Heart^2014^Ryan Murphy^Mark Ruffalo, Jonathan Groff, Frank De Julio
Diplomacy^2014^Volker Schlöndorff^Andr\xc3\xa9 Dussollier, Niels Arestrup, Burghart Klau\xc3\x9fner
In Bloom^2014^Vadim Perelman^Uma Thurman, Evan Rachel Wood, Eva Amurri Martino
The Internet's Own Boy: The Story of Aaron Swartz^2014^Brian Knappenberger^Aaron Swartz, Tim Berners-Lee, Cindy Cohn
Le Week-End^2014^Roger Michell^Lindsay Duncan, Jim Broadbent, Jeff Goldblum
A Most Wanted Man^2014^Anton Corbijn^Philip Seymour Hoffman, Rachel McAdams, Daniel Br\xc3\xbchl
Tim's Vermeer^2014^Teller^Tim Jenison, Penn Jillette, Martin Mull
Under the Skin^2014^Jonathan Glazer^Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay
John Wick^2014^Chad Stahelski^Keanu Reeves, Michael Nyqvist, Alfie Allen
Child's Pose^2014^Cãlin Peter Netzer^Luminita Gheorghiu, Bogdan Dumitrache, Natasa Raab
Venus in Fur^2014^Roman Polanski^Emmanuelle Seigner, Mathieu Amalric
Chef^2014^John Wells^unknown
Only Lovers Left Alive^2014^Jim Jarmusch^unknown
Top Five^2014^Chris Rock^unknown
Omar^2014^Simon Barry^unknown
Mistaken for Strangers^2014^Tom Berninger^unknown
The Guest^2014^Adam Wingard^unknown
The Dog^2014^Anthony C. Ferrante^unknown
Art and Craft^2014^Sam Cullman^unknown
12 O'clock Boys^2014^Lotfy Nathan^unknown
To Be Takei^2014^Jennifer M. Kroot^unknown
22 Jump Street^2014^Phil Lord^unknown
Joe^2014^John Madden^unknown
The Skeleton Twins^2014^Craig Johnson^unknown
Wetlands^2014^David Wnendt^unknown
Night Moves^2014^Kelly Reichardt^unknown
Cheap Thrills^2014^E.L. Katz^unknown
The Kill Team^2014^Dan Krauss^unknown
Siddharth^2014^Shyam Benegal^unknown
The Good Lie^2014^Philippe Falardeau^unknown
Disneynature Bears^2014^Harry Perry III^unknown
The Blue Room (La chambre bleue)^2014^Mathieu Amalric^unknown
Alan Partridge^2014^Declan Lowney^unknown
The Trip To Italy^2014^Steve Coogan^unknown
Adieu au langage (Goodbye to Language)^2014^Jean-Luc Godard^unknown
Like Father^Like Son^2014^Lauren Miller^unknown
A Field in England^2014^Ben Wheatley^unknown
The Immigrant^2014^James Gray^unknown
Coherence^2014^James Ward Byrkit^unknown
Winter Sleep^2014^Nuri Bilge Ceylan^unknown
Gravity^2013^Alfonso Cuarón^unknown
12 Years a Slave^2013^Steve McQueen^unknown
Before Midnight^2013^Richard Linklater^unknown
Short Term 12^2013^Destin Daniel Cretton^unknown
Mud^2013^Jeff Nichols^unknown
Her^2013^Spike Jonze^unknown
American Hustle^2013^David O. Russell^unknown
20 Feet From Stardom^2013^Morgan Neville^unknown
Inside Llewyn Davis^2013^Ethan Coen^unknown
Captain Phillips^2013^Paul Greengrass^unknown
Wadjda^2013^Haifaa Al-Mansour^unknown
All Is Lost^2013^J.C. Chandor^unknown
Zero Dark Thirty^2013^Kathryn Bigelow^unknown
Blackfish^2013^Gabriela Cowperthwaite^unknown
Dallas Buyers Club^2013^Jean-Marc Vallée^unknown
The Square (Al Midan)^2013^Jehane Noujaim^unknown
Enough Said^2013^Nicole Holofcener^unknown
Fruitvale Station^2013^Ryan Coogler^unknown
The Act Of Killing^2013^Joshua Oppenheimer^unknown
Sound City^2013^Dave Grohl^unknown
56 Up^2013^Michael Apted^unknown
Nebraska^2013^Alexander Payne^unknown
The Selfish Giant^2013^Clio Barnard^unknown
The Hunger Games: Catching Fire^2013^Francis Lawrence^unknown
Let The Fire Burn^2013^Jason Osder^unknown
Call Me Kuchu^2013^Katherine Fairfax Wright^unknown
Blue Jasmine^2013^Woody Allen^unknown
A Hijacking^2013^Tobias Lindholm^unknown
Stories We Tell^2013^Sarah Polley^unknown
Philomena^2013^Stephen Frears^unknown
Muscle Shoals^2013^Greg 'Freddy' Camalier^unknown
The Hunt (Jagten)^2013^Thomas Vinterberg^unknown
Room 237^2013^Rodney Ascher^unknown
Behind the Candelabra^2013^Steven Soderbergh^unknown
Cutie And The Boxer^2013^Zachary Heinzerling^unknown
Le passé (The Past)^2013^Rio Ferdinand^unknown
Frances Ha^2013^Noah Baumbach^unknown
Lore^2013^Aaron Mahnke^unknown
Frozen^2013^Chris Buck^unknown
The Spectacular Now^2013^James Ponsoldt^unknown
Blancanieves^2013^Caroline Thompson^unknown
The World's End^2013^Edgar Wright^unknown
I Am Divine^2013^Jeffrey Schwarz^unknown
No^2013^Pablo Larraín^unknown
The Crash Reel^2013^Lucy Walker^unknown
Rush^2013^Ron Howard^unknown
War Witch^2013^Kim Nguyen^unknown
The Gatekeepers^2013^Dror Moreh^unknown
After Tiller^2013^Martha Shane^unknown
Blue Is The Warmest Color^2013^Abdellatif Kechiche^unknown
Star Trek Into Darkness^2013^J.J. Abrams^unknown
In a World...^2013^Lake Bell^unknown
Museum Hours^2013^Jem Cohen^unknown
The Sapphires^2013^Wayne Blair^unknown
A Touch of Sin^2013^Zhangke Jia^unknown
Drug War^2013^Johnnie To^unknown
A Band Called Death^2013^Mark Christopher Covino^unknown
The Great Beauty^2013^Paolo Sorrentino^unknown
Still Mine^2013^Michael McGowan^unknown
Beyond The Hills^2013^Cristian Mungiu^unknown
Mother Of George^2013^Andrew Dosunmu^unknown
Our Children^2013^Joachim Lafosse^unknown
Sunshine on Leith^2013^Dexter Fletcher^unknown
The Conjuring^2013^James Wan^unknown
We Steal Secrets: The Story Of Wikileaks^2013^Alex Gibney^unknown
Gimme The Loot^2013^Adam Leon^unknown
Caesar Must Die^2013^Paolo Taviani^unknown
Inequality For All^2013^Jacob Kornbluth^unknown
A Place at the Table^2013^Kristi Jacobson^unknown
The Punk Singer^2013^Sini Anderson^unknown
In the House^2013^François Ozon^unknown
Iron Man 3^2013^Shane Black^unknown
Fill the Void^2013^Rama Burshtein^unknown
The Angels' Share^2013^Ken Loach^unknown
Upstream Color^2013^Shane Carruth^unknown
Prisoners^2013^Denis Villeneuve^unknown
Much Ado About Nothing^2013^Kenneth Branagh^unknown
Side Effects^2013^Steven Soderbergh^unknown
The Way Way Back^2013^Nat Faxon^unknown
This Is the End^2013^Evan Goldberg^unknown
My Brother The Devil^2013^Sally El Hosaini^unknown
Hannah Arendt^2013^Margarethe von Trotta^unknown
What Maisie Knew^2013^Scott McGehee^unknown
Computer Chess^2013^Andrew Bujalski^unknown
Sightseers^2013^Ben Wheatley^unknown
Narco Cultura^2013^Shaul Schwarz^unknown
We Are What We Are^2013^Jim Mickle^unknown
Saving Mr. Banks^2013^John Lee Hancock^unknown
Happy People: A Year in the Taiga^2013^Werner Herzog^unknown
Warm Bodies^2013^Jonathan Levine^unknown
The Wolf of Wall Street^2013^Martin Scorsese^unknown
Don Jon^2013^Joseph Gordon-Levitt^unknown
The Place Beyond The Pines^2013^Derek Cianfrance^unknown
The Patience Stone^2013^Atiq Rahimi^unknown
The Attack^2013^Ziad Doueiri^unknown
At Berkeley^2013^Frederick Wiseman^unknown
Berberian Sound Studio^2013^Peter Strickland^unknown
Yossi^2013^Eytan Fox^unknown
Drinking Buddies^2013^Joe Swanberg^unknown
From Up On Poppy Hill^2013^Gorô Miyazaki^unknown
Argo^2012^Ben Affleck^unknown
Skyfall^2012^Sam Mendes^unknown
Marvel's The Avengers^2012^Joss Whedon^unknown
Looper^2012^Rian Johnson^unknown
Jiro Dreams of Sushi^2012^David Gelb^unknown
The Cabin in the Woods^2012^Drew Goddard^unknown
Moonrise Kingdom^2012^Wes Anderson^unknown
Wake in Fright^2012^Ted Kotcheff^unknown
How to Survive a Plague^2012^David France^unknown
The Invisible War^2012^Kirby Dick^unknown
This Is Not a Film^2012^Mojtaba Mirtahmasb^unknown
Monsieur Lazhar^2012^Philippe Falardeau^unknown
Silver Linings Playbook^2012^David O. Russell^unknown
Amour^2012^Michael Haneke^unknown
The Kid with a Bike^2012^Jean-Pierre Dardenne^unknown
The Dark Knight Rises^2012^Christopher Nolan^unknown
The Sessions^2012^Ben Lewin^unknown
West of Memphis^2012^Amy Berg^unknown
Lincoln^2012^Steven Spielberg^unknown
Ai Weiwei: Never Sorry^2012^Alison Klayman^unknown
Beware Of Mr. Baker^2012^Jay Bulger^unknown
Undefeated^2012^Daniel Lindsay^unknown
Mea Maxima Culpa: Silence In The House Of God^2012^Alex Gibney^unknown
The Island President^2012^Jon Shenk^unknown
The Loved Ones^2012^Sean Byrne^unknown
The Secret World of Arrietty^2012^Hiromasa Yonebayashi^unknown
Oslo^August 31st^2012^Matt Whittington^unknown
The Imposter^2012^Bart Layton^unknown
Marley^2012^Kevin Macdonald^unknown
Searching for Sugar Man^2012^Malik Bendjelloul^unknown
Chasing Ice^2012^Jeff Orlowski^unknown
Sister^2012^David Lascher^unknown
The Queen of Versailles^2012^Lauren Greenfield^unknown
Brooklyn Castle^2012^Jonathan Levine^unknown
Django Unchained^2012^Quentin Tarantino^unknown
5 Broken Cameras^2012^Emad Burnat^unknown
Headhunters^2012^Morten Tyldum^unknown
Marina Abramovic: The Artist Is Present^2012^Matthew Akers^unknown
Diana Vreeland: The Eye Has To Travel^2012^Lisa Immordino Vreeland^unknown
Holy Motors^2012^Leos Carax^unknown
The House I Live In^2012^Eugene Jarecki^unknown
Life of Pi^2012^Ang Lee^unknown
Barbara^2012^Michael Bay^unknown
The Central Park Five^2012^Ken Burns^unknown
First Position^2012^Bess Kargman^unknown
I Wish^2012^Hirokazu Koreeda^unknown
Safety Not Guaranteed^2012^Colin Trevorrow^unknown
Elena^2012^Andrey Zvyagintsev^unknown
The Hunger Games^2012^Gary Ross^unknown
Farewell^My Queen^2012^Christian Carion^unknown
Bernie^2012^Peter Yates^unknown
Frankenweenie^2012^Tim Burton^unknown
Once Upon a Time in Anatolia^2012^Nuri Bilge Ceylan^unknown
Turn Me On^Dammit!^2012^Jannicke Systad Jacobsen^unknown
Electric Boogaloo: The Wild^Untold Story of Cannon Films^2012^Mark Hartley^unknown
Side by Side^2012^Christopher Kenneally^unknown
Compliance^2012^Craig Zobel^unknown
The Master^2012^Paul Thomas Anderson^unknown
Wreck-it Ralph^2012^Rich Moore^unknown
ParaNorman^2012^Chris Butler^unknown
Beasts of the Southern Wild^2012^Benh Zeitlin^unknown
Footnote^2012^Joseph Cedar^unknown
21 Jump Street^2012^Phil Lord^unknown
Arbitrage^2012^Nicholas Jarecki^unknown
A Royal Affair^2012^Nikolaj Arcel^unknown
Keep the Lights On^2012^Ira Sachs^unknown
In Darkness^2012^Anthony Byrne^unknown
Robot &amp; Frank^2012^S. Shankar^unknown
The Perks of Being a Wallflower^2012^Stephen Chbosky^unknown
End of Watch^2012^David Ayer^unknown
Chronicle^2012^Josh Trank^unknown
The Pirates! Band of Misfits^2012^Peter Lord^unknown
Polisse^2012^Maïwenn^unknown
The Turin Horse^2012^Béla Tarr^unknown
The Raid: Redemption^2012^Gareth Evans^unknown
Neil Young Journeys^2012^Jonathan Demme^unknown
Bully^2012^Larry Clark^unknown
Seven Psychopaths^2012^Martin McDonagh^unknown
Middle of Nowhere^2012^Ava DuVernay^unknown
Boy^2012^Taika Waititi^unknown
Starlet^2012^Sean Baker^unknown
Chico &amp; Rita^2012^James Komack^unknown
The Big Picture^2012^Christopher Guest^unknown
Tabu^2012^Chips Hardy^unknown
Smashed^2012^James Ponsoldt^unknown
Rundskop (Bullhead)^2012^Michaël R. Roskam^unknown
Miss Bala^2012^Gerardo Naranjo^unknown
Your Sister's Sister^2012^Lynn Shelton^unknown
The Impossible^2012^J.A. Bayona^unknown
Sleepwalk With Me^2012^Mike Birbiglia^unknown
De rouille et d'os (Rust and Bone)^2012^Jacques Audiard^unknown
Magic Mike^2012^Steven Soderbergh^unknown
Declaration of War^2012^Valérie Donzelli^unknown
Snabba cash (Easy Money)^2012^Daniel Espinosa^unknown
Haywire^2012^Steven Soderbergh^unknown
Brave^2012^Mark Andrews^unknown
Flight^2012^Robert Zemeckis^unknown
The Grey^2012^Joe Carnahan^unknown
Return^2012^Liza Johnson^unknown
Goon^2012^Michael Dowse^unknown
Harry Potter and the Deathly Hallows - Part 2^2011^David Yates^unknown
The Artist^2011^Michel Hazanavicius^unknown
A Separation^2011^Asghar Farhadi^unknown
The Muppets^2011^Jim Henson^unknown
Project Nim^2011^James Marsh^unknown
Moneyball^2011^Bennett Miller^unknown
Poetry^2011^Chang-dong Lee^unknown
The Interrupters^2011^Steve James^unknown
Le Havre^2011^Aki Kaurismäki^unknown
Everyday Sunshine: The Story of Fishbone^2011^Lev Anderson^unknown
We Were Here^2011^David Weissman^unknown
Nostalgia for the Light^2011^Patricio Guzmán^unknown
Bill Cunningham New York^2011^Richard Press^unknown
Drive^2011^Nicolas Winding Refn^unknown
Hugo^2011^Martin Scorsese^unknown
Mission: Impossible Ghost Protocol^2011^Anthony Giacchino^unknown
Cave of Forgotten Dreams^2011^Werner Herzog^unknown
50/50^2011^Jonathan Levine^unknown
13 Assassins^2011^Takashi Miike^unknown
Midnight in Paris^2011^Woody Allen^unknown
Win Win^2011^Tom McCarthy^unknown
Born To Be Wild^2011^William Dear^unknown
The Guard^2011^John Michael McDonagh^unknown
Source Code^2011^Duncan Jones^unknown
Bridesmaids^2011^Paul Feig^unknown
Tomboy^2011^Walter Hill^unknown
Pina^2011^Wim Wenders^unknown
Weekend^2011^Andrew Haigh^unknown
Pariah^2011^Dee Rees^unknown
Coriolanus^2011^Ralph Fiennes^unknown
The Arbor^2011^Clio Barnard^unknown
Being Elmo: A Puppeteer's Journey^2011^Constance Marks^unknown
Arthur Christmas^2011^Sarah Smith^unknown
The Descendants^2011^Alexander Payne^unknown
Take Shelter^2011^Jeff Nichols^unknown
Incendies^2011^Denis Villeneuve^unknown
Martha Marcy May Marlene^2011^Sean Durkin^unknown
Silent Souls^2011^Aleksey Fedorchenko^unknown
Knuckle^2011^Ian Palmer^unknown
Senna^2011^Asif Kapadia^unknown
Of Gods and Men^2011^Xavier Beauvois^unknown
Into The Abyss^2011^Werner Herzog^unknown
Attack the Block^2011^Joe Cornish^unknown
X-Men: First Class^2011^Matthew Vaughn^unknown
Winnie the Pooh^2011^Marc Forster^unknown
Tabloid^2011^Matthew Carnahan^unknown
The Four Times (Le Quattro Volte)^2011^Michelangelo Frammartino^unknown
King of Devil's Island^2011^Marius Holst^unknown
Elite Squad: The Enemy Within^2011^José Padilha^unknown
Margin Call^2011^J.C. Chandor^unknown
Rango^2011^Gore Verbinski^unknown
The Girl with the Dragon Tattoo^2011^David Fincher^unknown
Corman's World: Exploits Of A Hollywood Rebel^2011^Alex Stapleton^unknown
City of Life and Death^2011^Chuan Lu^unknown
Point Blank^2011^John Boorman^unknown
Certified Copy (Copie Conforme)^2011^Abbas Kiarostami^unknown
The Tree of Life^2011^Terrence Malick^unknown
The Black Power Mixtape 1967-1975^2011^Göran Olsson^unknown
The Trip^2011^Steve Coogan^unknown
Buck^2011^Ron Leavitt^unknown
Contagion^2011^Steven Soderbergh^unknown
Beats Rhymes &amp; Life: The Travels of a Tribe Called Quest^2011^RZA^unknown
Submarine^2011^Richard Ayoade^unknown
Armadillo^2011^Janus Metz^unknown
The Ides of March^2011^George Clooney^unknown
Cedar Rapids^2011^Miguel Arteta^unknown
Uncle Boonmee Who Can Recall His Past Lives^2011^Apichatpong Weerasethakul^unknown
Super 8^2011^J.J. Abrams^unknown
The Hedgehog^2011^Mona Achache^unknown
Meek's Cutoff^2011^Kelly Reichardt^unknown
Tinker Tailor Soldier Spy^2011^Tomas Alfredson^unknown
Even the Rain (Meme La Pluie)^2011^Icíar Bollaín^unknown
Rise of the Planet of the Apes^2011^Rupert Wyatt^unknown
Terri^2011^Azazel Jacobs^unknown
Jane Eyre^2011^Cary Fukunaga^unknown
Beginners^2011^Mike Mills^unknown
Puss in Boots^2011^Chris Miller^unknown
My Week with Marilyn^2011^Simon Curtis^unknown
The Lincoln Lawyer^2011^Brad Furman^unknown
Bobby Fischer Against The World^2011^Liz Garbus^unknown
Carancho^2011^Pablo Trapero^unknown
A Better Life^2011^Chris Weitz^unknown
Captain America: The First Avenger^2011^Joe Johnston^unknown
Warrior^2011^Gavin O'Connor^unknown
Viva Riva!^2011^Djo Munga^unknown
Circumstance^2011^Maryam Keshavarz^unknown
Young Adult^2011^Jason Reitman^unknown
La princesse de Montpensier (The Princess of Montpensier)^2011^Bertrand Tavernier^unknown
La tête en friche (My Afternoons with Margueritte)^2011^Jean Becker^unknown
Potiche^2011^François Ozon^unknown
Kung Fu Panda 2^2011^Jennifer Yuh Nelson^unknown
Happy^Happy^2011^Kar-Wai Wong^unknown
Tucker and Dale vs. Evil^2011^Eli Craig^unknown
Thor^2011^Kenneth Branagh^unknown
Mysteries of Lisbon^2011^Raoul Ruiz^unknown
Tyrannosaur^2011^Paddy Considine^unknown
The Skin I Live In^2011^Pedro Almodóvar^unknown
The Time That Remains^2011^Elia Suleiman^unknown
Trollhunter^2011^André Øvredal^unknown
Melancholia^2011^Lars von Trier^unknown
Toy Story 3^2010^Lee Unkrich^unknown
The Social Network^2010^David Fincher^unknown
How to Train Your Dragon^2010^Dean DeBlois^unknown
The King's Speech^2010^Tom Hooper^unknown
True Grit^2010^Ethan Coen^unknown
Inside Job^2010^Charles Ferguson^unknown
Waste Land^2010^Lucy Walker^unknown
A Prophet (Un prophete)^2010^Anthony Barthélémy^unknown
Last Train Home^2010^Lixin Fan^unknown
127 Hours^2010^Danny Boyle^unknown
The Town^2010^Ben Affleck^unknown
Animal Kingdom^2010^Jonathan Lisco^unknown
The Kids Are All Right^2010^Lisa Cholodenko^unknown
Marwencol^2010^Robert Zemeckis^unknown
Restrepo^2010^Tim Hetherington^unknown
Exit Through The Gift Shop^2010^Banksy^unknown
